"fund","weight in portfolio","portfolio value","reporting date","bond","weight","country","issuer","maturity","rating"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Range Res 144A 4.875%",0.17,"USA","RANGE RESOURCES","15/5/2025","BB2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Denbury Res Inc Del 4.625%",0.16,"USA","DENBURY RESOURCE","15/7/2023","CCC2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Ngpl Pipeco 144A 7.768%",0.16,"USA","NGPL PIPECO LLC","15/12/2037","CCC3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Genesis Engy Lp/ Genesis Fin 6.75%",0.14,"USA","GENESIS ENERGY","1/8/2022","B1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Engy Transfer Equity L P 5.875%",0.13,"USA","ENERGY TRANS","15/1/2024","BB2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Oasis Pete Inc New 6.875%",0.13,"USA","OASIS PETROLEUM","15/3/2022","B2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Bonanza Creek Engy 6.75%",0.11,"USA","BONANZA CREEK EN","15/4/2021","CCC1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Targa Res Partners / Targa Res 4.125%",0.1,"USA","TARGA RES PRTNRS","15/11/2019","BB3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Weatherford Intl Ltd Bermuda 4.5%",0.09,"BMU","WEATHERFORD BERM","15/4/2022","BB1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Amer Engy 144A 7.375%",0.08,"USA","AMER ENERGY/AEPB","1/11/2021","CC"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Chesapeake Engy 4.875%",0.08,"USA","CHESAPEAKE ENRGY","15/4/2022","CCC2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Ngl Engy Partners 5.125%",0.08,"USA","NGL ENRGY PART/F","15/7/2019","B2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Transocean 6.375%",0.08,"CYM","TRANSOCEAN INC","15/12/2021","BB2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Amer Engy Woodford 144A 12%",0.07,"USA","AMER ENERGY - WO","30/12/2020","CCC3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Everest Acq Llc/Finance 6.375%",0.07,"USA","EP ENER/EVEREST","15/6/2023","CCC1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Concho Res 5.5%",0.06,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Engy Transfer Equity L P 5.5%",0.06,"USA","ENERGY TRANS","1/6/2027","BB2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Pbf Hldg Co Llc / Pbf Fin 144A 7%",0.06,"USA","PBF HOLDING CO","15/11/2023","BB2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Seven Generations Engy 144A 6.75%",0.06,"CAN","SEVEN GENS ENER","1/5/2023","B3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Sunoco Lp/Sunoco Fin 144A 5.5%",0.06,"USA","SUNOCO LP/FIN","1/8/2020","BB3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Targa Res Partners / Targa Re 144A 6.75%",0.06,"USA","TARGA RES PRTNRS","15/3/2024","BB3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Tesoro Logistics Lp / 144A 5.5%",0.06,"USA","TES LOG LP/CORP","15/10/2019","BB3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Williams Cos Inc Del 3.7%",0.06,"USA","WILLIAMS COS INC","15/1/2023","BB1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Wpx Engy 7.5%",0.06,"USA","WPX ENERGY INC","1/8/2020","B1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Oneok Inc New 4.25%",0.05,"USA","ONEOK INC","1/2/2022","BB1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Tesoro Logistics Lp / 144A 6.25%",0.05,"USA","TES LOG LP/CORP","15/10/2022","BB3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Engy Transfer Equity L P 7.5%",0.04,"USA","ENERGY TRANSFER","15/10/2020","BB2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Oasis Pete Inc New 6.5%",0.04,"USA","OASIS PETROLEUM","1/11/2021","B2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Sabine Pass Liquefaction 5.625%",0.04,"USA","SABINE PASS LIQU","15/4/2023","BB2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Southwestern Engy 4.95%",0.04,"USA","SOUTHWESTERN ENE","23/1/2025","BB2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Baytex Engy 144A 5.125%",0.03,"CAN","BAYTEX ENERGY","1/6/2021","B2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Bonanza Creek Engy 5.75%",0.03,"USA","BONANZA CREEK EN","1/2/2023","CCC1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Laredo Petro 5.625%",0.03,"USA","LAREDO PETROLEUM","15/1/2022","B3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Transocean 2.5%",0.03,"CYM","TRANSOCEAN INC","15/10/2017","BB2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Weatherford Intl Ltd Bermuda 6.75%",0.03,"BMU","WEATHERFORD BERM","15/9/2040","BB1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Antero Res Fin 5.375%",0.02,"USA","ANTERO RESOURCES","1/11/2021","BB3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Chesapeake Engy 144A 8%",0.02,"USA","CHESAPEAKE ENRGY","15/12/2022","B3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Matador Res 6.875%",0.02,"USA","MATADOR RESOURC","15/4/2023","B3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Newfield Expl 5.75%",0.02,"USA","NEWFIELD EXPLOR","30/1/2022","BB1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Newfield Expl 5.625%",0.02,"USA","NEWFIELD EXPLOR","1/7/2024","BB1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Oneok Inc New 7.5%",0.02,"USA","ONEOK INC","1/9/2023","BB1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Sandridge Engy 7.5%",0.02,"USA","SANDRIDGE ENERGY","15/2/2023","C"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Tesoro Logistics Lp / 5.875%",0.02,"USA","TES LOG LP/CORP","1/10/2020","BB3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Whiting Pete Corp New 5%",0.02,"USA","WHITING PETRO","15/3/2019","CCC1"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Baytex Engy 144A 5.625%",0.01,"CAN","BAYTEX ENERGY","1/6/2024","B2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Continental Resources 5%",0.01,"USA","CONTINENTAL RES","15/9/2022","BB2"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Range Res 5%",0.01,"USA","RANGE RESOURCES","15/3/2023","BB3"
"American Funds American High-Inc A",7.54,15305680105,"31/12/2015","Sabine Pass Lng L P 6.5%",0.01,"USA","SABINE PASS LNG","1/11/2020","BB3"
"Artisan High Income Advisor",6.82,961768369,"31/12/2015","Seven Generations Engy 144A 6.75%",1.57,"CAN","SEVEN GENS ENER","1/5/2023","B3"
"Artisan High Income Advisor",6.82,961768369,"31/12/2015","Parsley Engy 144A 7.5%",1.51,"USA","PARSLEY ENERGY","15/2/2022","CCC1"
"Artisan High Income Advisor",6.82,961768369,"31/12/2015","Williams Clayton Engy 7.75%",0.95,"USA","CLAYTON WILLIAMS","1/4/2019","CCC2"
"Artisan High Income Advisor",6.82,961768369,"31/12/2015","Paramount Res 144A 6.875%",0.9,"CAN","PARAMOUNT RES","30/6/2023","CCC1"
"Artisan High Income Advisor",6.82,961768369,"31/12/2015","Midstates Pete Co 10%",0.64,"USA","MIDSTATES PETRO","1/6/2020","CCC1"
"Artisan High Income Advisor",6.82,961768369,"31/12/2015","Endeavor Engy Resource/Fin 144A 7%",0.45,"USA","ENDEAVOR ENERGY","15/8/2021","CCC3"
"Artisan High Income Advisor",6.82,961768369,"31/12/2015","Whiting Pete Corp New 5%",0.39,"USA","WHITING PETRO","15/3/2019","CCC1"
"Artisan High Income Advisor",6.82,961768369,"31/12/2015","Range Res 144A 4.875%",0.35,"USA","RANGE RESOURCES","15/5/2025","BB2"
"Artisan High Income Advisor",6.82,961768369,"31/12/2015","Warren Res 9%",0.06,"USA","WARREN RESOURCES","1/8/2022","D"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Sabine Pass Liquefaction 5.75%",0.31,"USA","SABINE PASS LIQU","15/5/2024","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Seven Generations Engy 144A 8.25%",0.31,"CAN","SEVEN GENS ENER","15/5/2020","B3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Meg Engy 144A 7%",0.28,"CAN","MEG ENERGY CORP","31/3/2024","B3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Memorial Res Dev 5.875%",0.26,"USA","MEMORIAL RESOURC","1/7/2022","B3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","California Res 144A 8%",0.25,"USA","CALIFORNIA RESOU","15/12/2022","B3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Sabine Pass Liquefaction 5.625%",0.2,"USA","SABINE PASS LIQU","1/2/2021","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Engy Transfer Equity L P 5.875%",0.19,"USA","ENERGY TRANS","15/1/2024","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Parsley Engy 144A 7.5%",0.19,"USA","PARSLEY ENERGY","15/2/2022","CCC1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Sanchez Engy 6.125%",0.17,"USA","SANCHEZ ENERGY","15/1/2023","CCC1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Crownrock 144A 7.125%",0.16,"USA","CROWNROCK LP/CR","15/4/2021","B3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Meg Engy 144A 6.5%",0.16,"CAN","MEG ENERGY CORP","15/3/2021","B3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Sm Engy 6.125%",0.14,"USA","SM ENERGY CO","15/11/2022","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Rockies Express Pipe 144A 6%",0.13,"USA","ROCKIES EXPRESS","15/1/2019","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Diamondback Engy 7.625%",0.12,"USA","DIAMONDBACK ENER","1/10/2021","B1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Ngpl Pipeco 144A 7.768%",0.11,"USA","NGPL PIPECO LLC","15/12/2037","CCC3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Transocean 2.5%",0.11,"CYM","TRANSOCEAN INC","15/10/2017","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Concho Res 5.5%",0.1,"USA","CONCHO RES/MIDLA","1/4/2023","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Gulfport Engy 7.75%",0.1,"USA","GULFPORT ENERGY","1/11/2020","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Rockies Express Pipe 144A 6.875%",0.1,"USA","ROCKIES EXPRESS","15/4/2040","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Transocean 6%",0.1,"CYM","TRANSOCEAN INC","15/3/2018","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Everest Acq Llc/Finance 9.375%",0.09,"USA","EP ENER/EVEREST","1/5/2020","CCC1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Hilcorp Engy I L P / Hilcorp 144A 5%",0.09,"USA","HILCORP ENERGY I","1/12/2024","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Sabine Pass Liquefaction 5.625%",0.09,"USA","SABINE PASS LIQU","15/4/2023","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Carrizo Oil & Gas 6.25%",0.08,"USA","CARRIZO OIL&GAS","15/4/2023","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Engy Transfer Equity L P 7.5%",0.08,"USA","ENERGY TRANSFER","15/10/2020","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Antero Res Fin 5.375%",0.07,"USA","ANTERO RESOURCES","1/11/2021","BB3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Precision Drilling 5.25%",0.07,"CAN","PRECISION DRILL","15/11/2024","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Sabine Pass Liquefaction 5.625%",0.07,"USA","SABINE PASS LIQU","1/3/2025","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Crownrock 144A 7.75%",0.06,"USA","CROWNROCK LP/CR","15/2/2023","B3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Whiting Pete Corp New 6.25%",0.06,"USA","WHITING PETRO","1/4/2023","CCC1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Meg Engy 144A 6.375%",0.05,"CAN","MEG ENERGY CORP","30/1/2023","B3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Oneok Inc New 7.5%",0.05,"USA","ONEOK INC","1/9/2023","BB1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Qep Res 5.25%",0.05,"USA","QEP RESOURCES","1/5/2023","BB3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Rsp Permian 6.625%",0.05,"USA","RSP Permian Inc","1/10/2022","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Seven Generations Engy 144A 6.75%",0.05,"CAN","SEVEN GENS ENER","1/5/2023","B3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Williams Cos Inc Del 4.55%",0.05,"USA","WILLIAMS COS INC","24/6/2024","BB1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Bonanza Creek Engy 6.75%",0.04,"USA","BONANZA CREEK EN","15/4/2021","CCC1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Bonanza Creek Engy 5.75%",0.04,"USA","BONANZA CREEK EN","1/2/2023","CCC1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Concho Res 5.5%",0.04,"USA","CONCHO RES/MIDLA","1/10/2022","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Genesis Engy Lp/ Genesis Fin 6.75%",0.04,"USA","GENESIS ENERGY","1/8/2022","B1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Memorial Prodtn Partners 6.875%",0.04,"USA","MEM PROD PART LP","1/8/2022","CCC2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Ngpl Pipeco 144A 7.119%",0.04,"USA","NGPL PIPECO LLC","15/12/2017","CCC3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Ngpl Pipeco 144A 9.625%",0.04,"USA","NGPL PIPECO LLC","1/6/2019","CCC3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Newfield Expl 5.625%",0.04,"USA","NEWFIELD EXPLOR","1/7/2024","BB1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Pdc Engy 7.75%",0.04,"USA","PDC ENERGY INC","15/10/2022","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Rsp Permian 144A 6.625%",0.04,"USA","RSP PERMIAN INC","1/10/2022","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Sm Engy 5%",0.04,"USA","SM ENERGY CO","15/1/2024","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Sabine Pass Lng L P 6.5%",0.04,"USA","SABINE PASS LNG","1/11/2020","BB3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Targa Res Partners / Targa Res 6.375%",0.04,"USA","TARGA RES PRTNRS","1/8/2022","BB3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Tesoro Logistics Lp / 6.125%",0.04,"USA","TES LOG LP/CORP","15/10/2021","BB3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Antero Res 5.125%",0.03,"USA","ANTERO RESOURCES","1/12/2022","BB3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Denbury Res 5.5%",0.03,"USA","DENBURY RESOURCE","1/5/2022","CCC2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Qep Res 6.875%",0.03,"USA","QEP RESOURCES","1/3/2021","BB3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Qep Res 5.375%",0.03,"USA","QEP RESOURCES","1/10/2022","BB3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Rose Rock Midstream Lp/ Rose R 5.625%",0.03,"USA","ROSE ROCK MID/FI","15/7/2022","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Rose Rock Midstr/Rose Rock Fin 5.625%",0.03,"USA","ROSE ROCK MID/FI","15/11/2023","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Transocean 6.5%",0.03,"CYM","TRANSOCEAN INC","15/11/2020","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Concho Res 6.5%",0.02,"USA","CONCHO RES/MIDLA","15/1/2022","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Continental Resources 3.8%",0.02,"USA","CONTINENTAL RESO","1/6/2024","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Genesis Engy Lp/ Genesis Fin 6%",0.02,"USA","GENESIS ENERGY","15/5/2023","B1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Linn Engy 144A 12%",0.02,"USA","LINN ENERGY LLC","15/12/2020","CCC2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Oasis Pete Inc New 6.5%",0.02,"USA","OASIS PETROLEUM","1/11/2021","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Oasis Pete Inc New 6.875%",0.02,"USA","OASIS PETROLEUM","15/1/2023","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Range Res 5.75%",0.02,"USA","RANGE RESOURCES","1/6/2021","BB3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Sm Engy 6.5%",0.02,"USA","SM ENERGY CO","1/1/2023","B2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Sabine Pass Liquefaction 6.25%",0.02,"USA","SABINE PASS LIQU","15/3/2022","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Whiting Pete Corp New 6.5%",0.02,"USA","WHITING PETRO","1/10/2018","CCC2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Berry Pete 6.375%",0.01,"USA","BERRY PETROL CO","15/9/2022","CCC3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Denbury Res Inc Del 4.625%",0.01,"USA","DENBURY RESOURCE","15/7/2023","CCC2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Engy Transfer Equity L P 5.5%",0.01,"USA","ENERGY TRANS","1/6/2027","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Genesis Engy Lp/ Genesis Fin 5.75%",0.01,"USA","GENESIS ENERGY","15/2/2021","B1"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Laredo Petro 7.375%",0.01,"USA","LAREDO PETROLEUM","1/5/2022","B3"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Memorial Prodtn Partners 7.625%",0.01,"USA","MEM PROD PART LP","1/5/2021","CCC2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Rockies Express Pipe 144A 6.85%",0.01,"USA","ROCKIES EXPRESS","15/7/2018","BB2"
"BlackRock High Yield Bond Inv A",5.6,15089687353,"31/1/2016","Whiting Pete Corp New 5%",0.01,"USA","WHITING PETRO","15/3/2019","CCC1"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Sabine Pass Liquefaction 6.25%",0.66,"USA","SABINE PASS LIQU","15/3/2022","BB2"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Holly Engy Partners L P / 6.5%",0.54,"USA","HOLLY ENERGY PAR","1/3/2020","BB3"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Pbf Hldg Co Llc / Pbf Fin 8.25%",0.48,"USA","PBF HOLDING CO","15/2/2020","BB2"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Antero Res 5.125%",0.4,"USA","ANTERO RESOURCES","1/12/2022","BB3"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Martin Midstream Partners Lp / 7.25%",0.4,"USA","MRT MID PART/FIN","15/2/2021","B3"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Targa Res Partners / Targa R 144A 6.625%",0.39,"USA","TARGA RES PRTNRS","1/10/2020","BB3"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Northern Tier Engy 7.125%",0.35,"USA","NORTHERN TIER EN","15/11/2020","B1"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Amerigas Partners L P 6.5%",0.34,"USA","AMERIGAS PARTNER","20/5/2021","BB3"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Carrizo Oil & Gas 6.25%",0.34,"USA","CARRIZO OIL&GAS","15/4/2023","B2"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Era Grp 7.75%",0.34,"USA","ERA GROUP INC","15/12/2022","B3"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Unit 6.625%",0.34,"USA","UNIT CORP","15/5/2021","B1"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Gulfport Engy 6.625%",0.33,"USA","GULFPORT ENERGY","1/5/2023","B2"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Genesis Engy Lp/ Genesis Fin 5.75%",0.28,"USA","GENESIS ENERGY","15/2/2021","B1"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Semgroup 7.5%",0.27,"USA","SEMGROUP CORP","15/6/2021","B2"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Wpx Engy 7.5%",0.24,"USA","WPX ENERGY INC","1/8/2020","B1"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Calumet Specialty Prods Partne 6.5%",0.23,"USA","CALUMET SPECIAL","15/4/2021","B2"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Calumet Specialty Prods Partne 7.625%",0.22,"USA","CALUMET SPECIAL","15/1/2022","B2"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Petro Geo Svcs Asa New 144A 7.375%",0.22,"NOR","PETROLEUM GEO","15/12/2018","B2"
"BMO Monegy High Yield Bond I",7.75,68130194,"31/12/2015","Qep Res 5.25%",0.22,"USA","QEP RESOURCES","1/5/2023","BB3"
