"","Fund_Name","WiP","weightedOAS","portfolioVal","chartName"
"1034","Voya Investment Grade Credit SMA",0,NA,124434562,"Voya
Investment
Grade
Credit
SMA"
"1035","Voya Limited Maturity Bond Port S",0.14,1011,344418186,"Voya
Limited
Maturity
Bond
Port
S"
"1036","Voya Short Term Bond A",0.49,525.122448979592,167679946,"Voya
Short
Term
Bond
A"
"1037","Voya Strategic Income Opportunities A",0.13,580,107143075,"Voya
Strategic
Income
Opportunities
A"
"1038","Voya US Bond Index Port I",0.12,1010.25,3948904647,"Voya
US
Bond
Index
Port
I"
"1039","VY Franklin Income I",2.83,5478.2332155477,490390175,"VY
Franklin
Income
I"
"1040","VY Invesco Equity and Income A",0.01,1369,1807666495,"VY
Invesco
Equity
and
Income
A"
"1041","VY Pioneer High Yield I",7.91,2452.21997471555,91958743,"VY
Pioneer
High
Yield
I"
"1042","VY T. Rowe Price Capital Appreciation S",2.46,568.154471544716,5744490719,"VY
T.
Rowe
Price
Capital
Appreciation
S"
"1043","VY® Goldman Sachs Bond",0.38,1526.68421052632,271677486,"VY®
Goldman
Sachs
Bond"
"1044","Waddell & Reed Global Bond A",0.21,3769.38095238095,645524964,"Waddell
&
Reed
Global
Bond
A"
"1045","Waddell & Reed High-Income A",3.33,2277.48048048048,1918381299,"Waddell
&
Reed
High-Income
A"
"1046","Weitz Balanced",0.17,623,110081420,"Weitz
Balanced"
"1047","Weitz Core Plus Income Institutional",11.67,863.854327335047,18936993,"Weitz
Core
Plus
Income
Institutional"
"1048","Weitz Short-Intermediate Inc Instl",2.45,643.424489795918,1289922075,"Weitz
Short-Intermediate
Inc
Instl"
"1049","Wells Fargo Core Bond Admin",0.11,709,3839816820,"Wells
Fargo
Core
Bond
Admin"
"1050","Wells Fargo Core Plus Bond A",1.44,711.597222222222,477169059,"Wells
Fargo
Core
Plus
Bond
A"
"1051","Wells Fargo Diversified Cap Bldr B",0.43,1336.32558139535,538866691,"Wells
Fargo
Diversified
Cap
Bldr
B"
"1052","Wells Fargo Diversified Income Bldr A",1.85,1299.90810810811,327234088,"Wells
Fargo
Diversified
Income
Bldr
A"
"1053","Wells Fargo Dow Jones Target 2010 A",0.03,893.666666666667,429141921,"Wells
Fargo
Dow
Jones
Target
2010
A"
"1054","Wells Fargo Dow Jones Target 2015 Admin",0.08,862.75,679010956,"Wells
Fargo
Dow
Jones
Target
2015
Admin"
"1055","Wells Fargo Dow Jones Target 2020 A",0.07,831.571428571429,2246238574,"Wells
Fargo
Dow
Jones
Target
2020
A"
"1056","Wells Fargo Dow Jones Target 2025 Admin",0.03,893.666666666667,2157027414,"Wells
Fargo
Dow
Jones
Target
2025
Admin"
"1057","Wells Fargo Dow Jones Target 2030 A",0.01,729,2548901705,"Wells
Fargo
Dow
Jones
Target
2030
A"
"1058","Wells Fargo Dow Jones Target 2035 Admin",0.01,729,1293928618,"Wells
Fargo
Dow
Jones
Target
2035
Admin"
"1059","Wells Fargo Dow Jones Target 2040 A",0,NA,1906849825,"Wells
Fargo
Dow
Jones
Target
2040
A"
"1060","Wells Fargo Dow Jones Target 2045 Admin",0,NA,750523600,"Wells
Fargo
Dow
Jones
Target
2045
Admin"
"1061","Wells Fargo Dow Jones Target 2050 Admin",0,NA,1331710616,"Wells
Fargo
Dow
Jones
Target
2050
Admin"
"1062","Wells Fargo Dow Jones Target 2055 Admin",0,NA,214173773,"Wells
Fargo
Dow
Jones
Target
2055
Admin"
"1063","Wells Fargo Dow Jones Target 2060 A",0,NA,1404482,"Wells
Fargo
Dow
Jones
Target
2060
A"
"1064","Wells Fargo Dow Jones Target Today A",0.03,893.666666666667,635401032,"Wells
Fargo
Dow
Jones
Target
Today
A"
"1065","Wells Fargo Growth Balanced Admin",0.25,614.68,246496863,"Wells
Fargo
Growth
Balanced
Admin"
"1066","Wells Fargo High Income A",6.25,1637.4544,339729232,"Wells
Fargo
High
Income
A"
"1067","Wells Fargo High Yield Bond B",2.88,1333.22916666667,235470013,"Wells
Fargo
High
Yield
Bond
B"
"1068","Wells Fargo Moderate Balanced Admin",0.34,600.205882352941,183232042,"Wells
Fargo
Moderate
Balanced
Admin"
"1069","Wells Fargo Real Return A",0.22,421,41146986,"Wells
Fargo
Real
Return
A"
"1070","Wells Fargo Short-Term Bond A",0.37,669,724463065,"Wells
Fargo
Short-Term
Bond
A"
"1071","Wells Fargo Short-Term Hi Yld Bd A",1.21,434.454545454545,1329257620,"Wells
Fargo
Short-Term
Hi
Yld
Bd
A"
"1072","Wells Fargo Strategic Income A",5.31,1111.18832391714,15086221,"Wells
Fargo
Strategic
Income
A"
"1073","Wells Fargo Ultra Short-Term Income A",0.73,954.945205479452,1037425781,"Wells
Fargo
Ultra
Short-Term
Income
A"
"1074","Westcore Flexible Income Retail",16.21,1002.20604565083,56572451,"Westcore
Flexible
Income
Retail"
"1075","Westcore Plus Bond Retail",2.68,1050.80597014925,1323693918,"Westcore
Plus
Bond
Retail"
"1076","Western Asset Core Bond I",0.15,843.2,4722482475,"Western
Asset
Core
Bond
I"
"1077","Western Asset Core Plus Bond I",0.57,1256.28070175439,15283082590,"Western
Asset
Core
Plus
Bond
I"
"1078","Western Asset Corporate Bond B",0.56,1674.82142857143,347396623,"Western
Asset
Corporate
Bond
B"
"1079","Western Asset Global Government Bond I",1.36,1880.34558823529,10066485,"Western
Asset
Global
Government
Bond
I"
"1080","Western Asset Global High Yield Bd A",6.36,2545.66037735849,335439127,"Western
Asset
Global
High
Yield
Bd
A"
"1081","Western Asset Global Strategic Income B",3.63,2129.54545454545,381844974,"Western
Asset
Global
Strategic
Income
B"
"1082","Western Asset High Yield I",9.36,2288.38461538462,336552672,"Western
Asset
High
Yield
I"
"1083","Western Asset Intermediate Bond I",0.04,940,426228412,"Western
Asset
Intermediate
Bond
I"
"1084","Western Asset Macro Opportunities A",3.49,2352.28080229226,732430794,"Western
Asset
Macro
Opportunities
A"
"1085","Western Asset Short Duration High Inc A",9.6,3587.29791666667,705233612,"Western
Asset
Short
Duration
High
Inc
A"
"1086","Western Asset Short-Term Bond A",0.15,822,667854623,"Western
Asset
Short-Term
Bond
A"
"1087","Western Asset Total Return Uncons I",0.67,2150.02985074627,1180766610,"Western
Asset
Total
Return
Uncons
I"
"1088","Westwood Opportunistic High Yield Instl",8.04,2922.13432835821,3857899,"Westwood
Opportunistic
High
Yield
Instl"
"1089","Westwood Short Duration High Yield Instl",3.91,6100.13043478261,129421653,"Westwood
Short
Duration
High
Yield
Instl"
"1090","Wilmington Broad Market Bond Instl",0.15,1068,419796097,"Wilmington
Broad
Market
Bond
Instl"
"1091","Wilmington Intermediate-Term Bond Instl",0.55,1011,123516940,"Wilmington
Intermediate-Term
Bond
Instl"
"1092","Wilmington Strategic Allc Mod A",0.09,1068,45942939,"Wilmington
Strategic
Allc
Mod
A"
"1093","Zeo Strategic Income I",5.5,488.749090909091,205790218,"Zeo
Strategic
Income
I"
"1094","Ziegler Strategic Income Instl",2.47,1468.78137651822,60215592,"Ziegler
Strategic
Income
Instl"
